sexo;fono;edad;hijos;Garante;Aval;meses;renta;morosidad
Masculino;Si;37;4;Si;Si;4;Variable;Si
Masculino;Si;37;4;Si;Si;4;Variable;Si
Femenino;No;37;4;Si;Si;4;Variable;Si
Masculino;No;37;4;Si;Si;4;Variable;Si
Femenino;Si;37;4;Si;Si;4;Variable;Si
Masculino;Si;38;5;Si;Si;4;Fija;Si
Masculino;Si;38;5;Si;Si;4;Fija;Si
Masculino;Si;38;5;Si;Si;4;Variable;Si
Masculino;No;38;5;Si;Si;4;Variable;Si
Masculino;Si;38;5;Si;Si;4;Variable;Si
Masculino;Si;38;4;Si;Si;4;Fija;Si
Femenino;No;38;4;Si;Si;4;Fija;Si
Masculino;No;38;4;Si;Si;4;Variable;Si
Femenino;No;38;4;Si;Si;4;Variable;Si
Femenino;No;38;4;Si;Si;4;Variable;Si
Femenino;No;38;4;No;Si;4;Variable;Si
Femenino;No;38;4;No;Si;4;Variable;Si
Masculino;No;38;4;Si;Si;4;Variable;Si
Femenino;No;38;1;Si;Si;4;Fija;Si
Masculino;Si;39;5;Si;Si;4;Fija;Si
Masculino;Si;39;5;Si;Si;4;Fija;Si
Masculino;No;39;5;No;No;4;Fija;Si
Masculino;No;39;5;No;No;4;Variable;Si
Masculino;No;39;5;Si;Si;4;Variable;Si
Masculino;Si;39;5;Si;Si;4;Variable;Si
Masculino;Si;39;5;Si;Si;4;Variable;Si
Masculino;No;39;5;Si;Si;4;Variable;Si
Masculino;No;39;5;Si;Si;4;Variable;Si
Masculino;No;39;5;Si;Si;4;Variable;Si
Femenino;Si;39;4;Si;Si;4;Fija;Si
Femenino;Si;39;4;Si;Si;4;Fija;Si
Masculino;No;39;4;Si;Si;4;Variable;Si
Masculino;No;39;4;Si;Si;4;Variable;Si
Masculino;No;39;4;Si;Si;4;Variable;Si
Masculino;No;39;4;Si;Si;4;Variable;Si
Femenino;No;39;4;No;Si;4;Variable;Si
Femenino;Si;39;4;Si;Si;4;Variable;Si
Masculino;No;39;4;Si;Si;4;Variable;Si
Femenino;No;40;5;No;Si;4;Variable;Si
Femenino;No;40;5;Si;Si;4;Variable;Si
Femenino;No;40;5;Si;Si;4;Variable;Si
Femenino;No;40;5;Si;Si;4;Variable;Si
Femenino;No;40;5;No;No;4;Variable;Si
Femenino;No;40;5;Si;Si;4;Variable;Si
Masculino;Si;40;4;Si;Si;4;Fija;Si
Masculino;No;40;4;Si;Si;4;Fija;Si
Femenino;No;40;4;Si;Si;4;Variable;Si
Femenino;No;40;4;Si;Si;4;Variable;Si
Masculino;No;40;4;Si;Si;4;Variable;Si
Masculino;No;40;4;Si;No;4;Variable;Si
Femenino;No;40;4;Si;Si;4;Variable;Si
Femenino;No;40;4;No;Si;4;Variable;Si
Femenino;No;40;4;Si;Si;4;Variable;Si
Masculino;No;40;2;Si;Si;4;Fija;Si
Masculino;Si;41;5;Si;Si;4;Fija;Si
Masculino;Si;41;5;No;Si;4;Fija;Si
Masculino;No;41;5;Si;Si;4;Variable;Si
Masculino;No;41;5;Si;Si;4;Variable;Si
Masculino;Si;41;5;Si;Si;4;Variable;Si
Femenino;Si;41;5;Si;Si;4;Variable;Si
Masculino;No;41;5;Si;Si;4;Variable;Si
Femenino;No;41;5;Si;Si;4;Variable;Si
Masculino;No;41;5;Si;Si;4;Variable;Si
Masculino;No;41;5;Si;Si;4;Variable;Si
Femenino;Si;41;5;Si;Si;4;Variable;Si
Masculino;No;41;4;Si;Si;4;Variable;Si
Masculino;No;41;4;No;No;4;Variable;Si
Masculino;No;41;4;No;Si;4;Variable;Si
Femenino;Si;42;5;Si;Si;4;Fija;Si
Femenino;No;42;5;Si;Si;4;Fija;Si
Masculino;Si;42;5;Si;No;4;Fija;Si
Femenino;No;42;5;Si;Si;4;Variable;Si
Femenino;Si;42;5;Si;Si;4;Variable;Si
Masculino;No;42;4;Si;Si;4;Fija;Si
Masculino;Si;42;4;Si;Si;4;Variable;Si
Femenino;No;42;4;Si;Si;4;Variable;Si
Masculino;No;42;4;Si;Si;4;Variable;Si
Masculino;No;42;4;Si;Si;4;Variable;Si
Masculino;No;42;2;No;Si;4;Fija;Si
Masculino;Si;42;1;No;Si;4;Fija;Si
Femenino;Si;43;5;Si;Si;4;Variable;Si
Femenino;No;43;4;Si;Si;4;Fija;Si
Femenino;No;43;4;No;Si;4;Variable;Si
Femenino;Si;43;4;No;Si;4;Variable;Si
Femenino;No;43;4;Si;Si;4;Variable;Si
Femenino;No;43;4;Si;Si;4;Variable;Si
Femenino;No;43;4;No;No;4;Variable;Si
Femenino;No;43;4;Si;Si;4;Variable;Si
Masculino;No;43;4;Si;Si;4;Variable;Si
Femenino;No;44;5;Si;Si;4;Variable;Si
Femenino;No;44;5;Si;Si;4;Variable;Si
Masculino;No;44;4;Si;No;4;Fija;Si
Femenino;No;44;4;Si;No;4;Fija;Si
Masculino;No;44;4;Si;Si;4;Variable;Si
Femenino;No;44;4;Si;Si;4;Variable;Si
Masculino;No;44;4;Si;Si;4;Variable;Si
Femenino;No;44;4;Si;Si;4;Variable;Si
Masculino;Si;44;4;Si;Si;4;Variable;Si
Masculino;Si;45;5;Si;Si;4;Fija;Si
Masculino;No;45;5;Si;Si;4;Variable;Si
Masculino;No;45;5;Si;Si;4;Variable;Si
Masculino;Si;45;5;Si;Si;4;Variable;Si
Femenino;No;45;5;Si;Si;4;Variable;Si
Masculino;No;45;4;Si;No;4;Fija;Si
Masculino;Si;45;4;Si;Si;4;Fija;Si
Femenino;No;45;4;No;No;4;Fija;Si
Femenino;No;45;4;Si;Si;4;Variable;Si
Masculino;No;45;4;Si;Si;4;Variable;Si
Femenino;No;45;4;Si;Si;4;Variable;Si
Masculino;Si;46;5;Si;Si;4;Fija;Si
Femenino;Si;46;5;Si;Si;4;Variable;Si
Masculino;No;46;5;Si;Si;4;Variable;Si
Masculino;No;46;4;Si;No;4;Variable;Si
Masculino;No;46;4;Si;Si;4;Variable;Si
Masculino;No;47;5;Si;No;4;Fija;Si
Masculino;Si;47;5;Si;Si;4;Variable;Si
Femenino;Si;47;5;No;No;4;Variable;Si
Femenino;Si;47;5;Si;Si;4;Variable;Si
Femenino;No;47;5;Si;Si;4;Variable;Si
Femenino;No;47;5;Si;Si;4;Variable;Si
Masculino;No;47;4;Si;Si;4;Variable;Si
Masculino;Si;47;4;Si;Si;4;Variable;Si
Femenino;No;47;4;No;Si;4;Variable;Si
Femenino;No;47;4;Si;Si;4;Variable;Si
Masculino;No;47;4;Si;Si;4;Variable;Si
Masculino;Si;47;2;Si;No;4;Variable;Si
Masculino;No;48;5;Si;No;4;Fija;Si
Femenino;No;48;5;No;Si;4;Variable;Si
Masculino;No;48;4;Si;Si;4;Variable;Si
Masculino;No;48;4;Si;Si;4;Variable;Si
Masculino;No;48;4;No;Si;4;Variable;Si
Masculino;No;48;4;Si;Si;4;Variable;Si
Femenino;Si;48;2;No;No;4;Variable;Si
Femenino;No;49;5;Si;Si;4;Variable;Si
Femenino;No;49;5;Si;Si;4;Variable;Si
Masculino;No;49;5;No;Si;4;Variable;Si
Femenino;No;49;5;Si;Si;4;Variable;Si
Femenino;Si;49;4;Si;Si;4;Variable;Si
Masculino;No;49;4;No;Si;4;Variable;Si
Femenino;No;49;4;Si;Si;4;Variable;Si
Masculino;Si;49;1;Si;Si;4;Fija;Si
Masculino;No;50;5;Si;Si;4;Variable;Si
Masculino;No;50;5;Si;Si;4;Variable;Si
Femenino;No;50;5;Si;Si;4;Variable;Si
Masculino;No;50;4;Si;Si;4;Fija;Si
Femenino;No;50;4;Si;Si;4;Variable;Si
Masculino;Si;50;4;Si;Si;4;Variable;Si
Femenino;No;50;4;Si;Si;4;Variable;Si
Femenino;Si;50;4;Si;Si;4;Variable;Si
Masculino;No;51;5;Si;Si;4;Variable;Si
Masculino;No;51;4;No;Si;4;Variable;Si
Masculino;No;52;5;Si;Si;4;Fija;Si
Femenino;No;52;5;Si;Si;4;Variable;Si
Masculino;No;52;5;Si;Si;4;Variable;Si
Femenino;No;52;5;Si;Si;4;Variable;Si
Masculino;No;52;4;Si;Si;4;Fija;Si
Femenino;Si;52;4;Si;No;4;Variable;Si
Femenino;Si;53;5;Si;Si;4;Variable;Si
Masculino;No;53;5;Si;Si;4;Variable;Si
Masculino;Si;53;4;Si;Si;4;Fija;Si
Femenino;Si;53;4;Si;Si;4;Variable;Si
Femenino;Si;54;4;Si;Si;4;Variable;Si
Femenino;No;54;4;Si;No;4;Variable;Si
Femenino;No;56;5;Si;Si;4;Variable;Si
Femenino;No;56;4;Si;Si;4;Variable;Si
Masculino;Si;57;5;Si;Si;4;Variable;Si
Femenino;No;57;5;Si;Si;4;Variable;Si
Femenino;No;57;5;Si;Si;4;Variable;Si
Femenino;No;57;5;No;No;4;Variable;Si
Masculino;No;58;4;No;Si;4;Variable;Si
Masculino;No;58;4;Si;Si;4;Variable;Si
Masculino;No;59;5;Si;Si;4;Variable;Si
Masculino;Si;59;5;Si;Si;4;Variable;Si
Femenino;No;59;5;Si;Si;4;Variable;Si
Masculino;No;60;4;Si;Si;4;Variable;Si
Masculino;Si;61;5;Si;Si;4;Variable;Si
Femenino;No;62;5;Si;Si;4;Variable;Si
Femenino;Si;62;4;Si;Si;4;Variable;Si
Femenino;No;63;5;Si;Si;4;Variable;Si
Masculino;Si;63;4;Si;Si;4;Fija;Si
Femenino;No;65;5;Si;No;4;Variable;Si
Masculino;No;68;5;Si;Si;4;Variable;Si
Femenino;Si;68;5;Si;Si;4;Variable;Si
Femenino;No;71;5;No;Si;4;Variable;Si
Masculino;No;71;5;Si;Si;4;Variable;Si
Masculino;Si;72;5;Si;Si;4;Fija;Si
Masculino;No;73;5;Si;Si;4;Fija;Si
Femenino;Si;74;5;Si;Si;4;Fija;Si
Femenino;No;75;5;Si;Si;4;Variable;Si
Masculino;No;76;5;Si;Si;4;Fija;Si
Femenino;Si;22;5;Si;Si;3;Fija;Si
Femenino;Si;22;1;Si;Si;3;Fija;No
Femenino;Si;22;0;Si;Si;3;Fija;No
Masculino;Si;22;0;Si;Si;3;Fija;No
Femenino;No;22;0;Si;Si;3;Fija;No
Femenino;Si;22;0;Si;Si;3;Variable;No
Masculino;No;22;0;Si;No;3;Variable;No
Masculino;Si;23;5;Si;Si;3;Fija;Si
Femenino;Si;23;5;Si;Si;3;Fija;Si
Masculino;Si;23;5;Si;Si;3;Fija;Si
Masculino;Si;23;5;Si;No;3;Fija;Si
Femenino;No;23;5;Si;No;3;Variable;Si
Masculino;Si;23;1;Si;Si;3;Fija;No
Masculino;Si;23;0;Si;Si;3;Fija;No
Femenino;Si;23;0;Si;Si;3;Fija;No
Masculino;Si;23;0;Si;Si;3;Fija;No
Femenino;Si;23;0;No;Si;3;Fija;No
Masculino;Si;24;5;Si;Si;3;Fija;Si
Masculino;No;24;5;No;No;3;Fija;Si
Masculino;No;24;4;Si;Si;3;Fija;Si
Femenino;Si;24;4;Si;No;3;Variable;Si
Masculino;Si;24;2;Si;No;3;Variable;No
Femenino;Si;24;1;Si;Si;3;Fija;No
Femenino;Si;24;1;Si;Si;3;Fija;No
Masculino;No;24;1;Si;No;3;Fija;No
Masculino;No;24;1;Si;No;3;Fija;No
Femenino;Si;24;0;Si;Si;3;Fija;No
Masculino;Si;24;0;Si;Si;3;Fija;No
Femenino;Si;24;0;Si;Si;3;Fija;No
Masculino;Si;24;0;Si;Si;3;Fija;No
Masculino;Si;24;0;Si;Si;3;Fija;No
Femenino;Si;24;0;Si;Si;3;Fija;No
Femenino;Si;24;0;Si;Si;3;Fija;No
Masculino;Si;24;0;Si;Si;3;Fija;No
Masculino;No;24;0;Si;Si;3;Fija;No
Masculino;Si;24;0;Si;No;3;Fija;No
Masculino;Si;24;0;Si;Si;3;Fija;No
Masculino;No;24;0;Si;No;3;Fija;No
Masculino;Si;24;0;Si;No;3;Variable;No
Femenino;No;24;0;Si;No;3;Variable;No
Masculino;No;25;5;Si;Si;3;Fija;Si
Masculino;Si;25;5;Si;Si;3;Fija;Si
Femenino;Si;25;5;Si;Si;3;Fija;Si
Masculino;No;25;5;No;No;3;Variable;Si
Masculino;Si;25;5;Si;No;3;Variable;Si
Femenino;Si;25;4;Si;No;3;Fija;Si
Masculino;Si;25;4;Si;Si;3;Fija;Si
Femenino;Si;25;4;Si;No;3;Fija;Si
Femenino;No;25;4;Si;No;3;Variable;Si
Femenino;No;25;4;Si;Si;3;Variable;Si
Femenino;No;25;4;Si;No;3;Variable;Si
Femenino;No;25;2;Si;No;3;Variable;No
Femenino;No;25;1;Si;Si;3;Fija;No
Masculino;No;25;1;Si;No;3;Fija;No
Femenino;No;25;1;Si;No;3;Variable;No
Femenino;No;25;1;No;No;3;Variable;No
Femenino;No;25;1;No;No;3;Variable;No
Masculino;Si;25;0;Si;Si;3;Fija;No
Femenino;No;25;0;Si;Si;3;Fija;No
Femenino;Si;25;0;Si;Si;3;Fija;No
Masculino;Si;25;0;Si;Si;3;Fija;No
Masculino;Si;25;0;Si;Si;3;Fija;No
Masculino;Si;26;5;Si;Si;3;Fija;Si
Masculino;No;26;5;Si;Si;3;Fija;Si
Masculino;Si;26;5;Si;Si;3;Fija;Si
Masculino;Si;26;5;Si;No;3;Fija;Si
Masculino;Si;26;5;Si;Si;3;Fija;Si
Masculino;Si;26;5;Si;Si;3;Fija;Si
Masculino;No;26;5;Si;Si;3;Fija;Si
Femenino;No;26;5;Si;Si;3;Variable;Si
Masculino;Si;26;5;Si;Si;3;Variable;Si
Masculino;No;26;5;Si;No;3;Variable;Si
Femenino;No;26;5;Si;Si;3;Variable;Si
Femenino;Si;26;4;Si;Si;3;Fija;Si
Femenino;Si;26;4;Si;Si;3;Fija;Si
Masculino;Si;26;4;Si;No;3;Fija;Si
Masculino;No;26;4;Si;No;3;Variable;Si
Femenino;No;27;5;Si;Si;3;Fija;Si
Masculino;Si;27;5;Si;Si;3;Fija;Si
Masculino;Si;27;5;Si;Si;3;Fija;Si
Masculino;Si;27;5;Si;Si;3;Fija;Si
Femenino;No;27;5;Si;No;3;Fija;Si
Masculino;No;27;5;No;No;3;Fija;Si
Masculino;Si;27;5;Si;Si;3;Fija;Si
Masculino;Si;27;5;No;No;3;Fija;Si
Masculino;No;27;5;No;No;3;Fija;Si
Masculino;Si;27;5;Si;Si;3;Fija;Si
Masculino;No;27;5;Si;Si;3;Fija;Si
Masculino;No;27;5;Si;Si;3;Variable;Si
Masculino;No;27;5;Si;Si;3;Variable;Si
Masculino;No;27;5;Si;Si;3;Variable;Si
Femenino;Si;27;5;Si;Si;3;Variable;Si
Masculino;Si;27;4;Si;Si;3;Fija;Si
Masculino;No;27;4;No;Si;3;Fija;Si
Femenino;No;27;4;Si;Si;3;Variable;Si
Masculino;No;27;4;Si;Si;3;Variable;Si
Masculino;Si;28;5;Si;Si;3;Fija;Si
Masculino;Si;28;5;Si;Si;3;Fija;Si
Masculino;No;28;5;No;No;3;Fija;Si
Masculino;No;28;5;Si;No;3;Fija;Si
Femenino;Si;28;5;Si;No;3;Fija;Si
Masculino;No;28;5;Si;Si;3;Fija;Si
Masculino;No;28;5;No;Si;3;Variable;Si
Femenino;No;28;5;No;Si;3;Variable;Si
Femenino;No;28;5;Si;Si;3;Variable;Si
Femenino;Si;28;5;Si;No;3;Variable;Si
Femenino;Si;28;5;No;Si;3;Variable;Si
Masculino;Si;28;5;No;No;3;Variable;Si
Masculino;Si;28;5;Si;No;3;Variable;Si
Masculino;Si;28;5;Si;Si;3;Variable;Si
Femenino;Si;28;5;Si;Si;3;Variable;Si
Masculino;Si;28;4;Si;Si;3;Fija;Si
Femenino;Si;28;4;Si;Si;3;Fija;Si
Femenino;Si;28;4;Si;Si;3;Fija;Si
Masculino;Si;28;4;Si;Si;3;Fija;Si
Masculino;No;28;4;No;No;3;Fija;Si
Masculino;Si;28;4;Si;No;3;Fija;Si
Masculino;No;28;4;Si;Si;3;Fija;Si
Masculino;Si;28;4;Si;Si;3;Variable;Si
Femenino;No;28;4;Si;Si;3;Variable;Si
Masculino;Si;29;5;Si;Si;3;Fija;Si
Masculino;Si;29;5;Si;Si;3;Fija;Si
Masculino;No;29;5;Si;No;3;Fija;Si
Masculino;Si;29;5;Si;No;3;Fija;Si
Masculino;Si;29;5;Si;Si;3;Fija;Si
Masculino;Si;29;5;No;No;3;Fija;Si
Femenino;No;29;5;Si;No;3;Fija;Si
Masculino;Si;29;5;Si;Si;3;Fija;Si
Femenino;No;29;5;Si;Si;3;Variable;Si
Masculino;No;29;5;Si;Si;3;Variable;Si
Femenino;Si;29;4;Si;Si;3;Fija;Si
Masculino;Si;29;4;Si;Si;3;Fija;Si
Masculino;No;29;4;Si;Si;3;Fija;Si
Masculino;No;29;4;Si;Si;3;Fija;Si
Masculino;Si;29;4;Si;Si;3;Fija;Si
Femenino;No;29;4;Si;Si;3;Fija;Si
Femenino;Si;29;4;Si;Si;3;Fija;Si
Masculino;No;29;4;No;No;3;Fija;Si
Masculino;No;29;4;No;No;3;Fija;Si
Femenino;No;29;4;Si;Si;3;Variable;Si
Femenino;Si;29;4;Si;Si;3;Variable;Si
Masculino;No;29;4;Si;No;3;Variable;Si
Femenino;No;29;4;Si;Si;3;Variable;Si
Masculino;Si;30;5;Si;Si;3;Variable;Si
Femenino;No;30;5;Si;Si;3;Variable;Si
Femenino;No;30;5;Si;Si;3;Variable;Si
Masculino;No;30;5;No;No;3;Variable;Si
Femenino;No;30;5;Si;No;3;Variable;Si
Masculino;Si;30;4;Si;Si;3;Fija;Si
Masculino;No;30;4;Si;No;3;Fija;Si
Masculino;No;30;4;Si;Si;3;Variable;Si
Masculino;Si;30;4;Si;No;3;Variable;Si
Masculino;Si;30;4;Si;No;3;Variable;Si
Femenino;Si;30;4;Si;No;3;Variable;Si
Masculino;No;30;4;No;No;3;Variable;Si
Masculino;Si;31;5;Si;Si;3;Fija;Si
Masculino;Si;31;5;Si;Si;3;Fija;Si
Masculino;Si;31;5;Si;Si;3;Fija;Si
Masculino;No;31;5;Si;Si;3;Fija;Si
Femenino;No;31;5;Si;Si;3;Variable;Si
Femenino;Si;31;5;Si;Si;3;Variable;Si
Femenino;No;31;5;No;Si;3;Variable;Si
Masculino;No;31;5;No;No;3;Variable;Si
Masculino;Si;31;5;Si;Si;3;Variable;Si
Masculino;Si;31;4;Si;Si;3;Fija;Si
Femenino;Si;31;4;Si;No;3;Fija;Si
Masculino;No;31;4;Si;No;3;Fija;Si
Masculino;No;31;4;Si;Si;3;Variable;Si
Femenino;No;31;4;Si;Si;3;Variable;Si
Masculino;No;31;4;Si;Si;3;Variable;Si
Masculino;Si;31;4;Si;No;3;Variable;Si
Femenino;Si;31;1;Si;Si;3;Variable;Si
Masculino;Si;32;5;Si;Si;3;Fija;Si
Masculino;No;32;5;Si;Si;3;Fija;Si
Masculino;No;32;5;Si;No;3;Fija;Si
Femenino;No;32;5;No;Si;3;Variable;Si
Femenino;Si;32;5;Si;Si;3;Variable;Si
Masculino;No;32;5;Si;Si;3;Variable;Si
Femenino;No;32;5;Si;Si;3;Variable;Si
Masculino;Si;32;4;Si;Si;3;Fija;Si
Femenino;No;32;4;No;No;3;Fija;Si
Femenino;Si;32;4;Si;Si;3;Variable;Si
Masculino;Si;32;4;Si;Si;3;Variable;Si
Femenino;Si;32;4;No;No;3;Variable;Si
Femenino;No;32;4;Si;Si;3;Variable;Si
Femenino;Si;32;4;Si;Si;3;Variable;Si
Femenino;No;32;4;No;No;3;Variable;Si
Femenino;No;32;4;Si;Si;3;Variable;Si
Masculino;No;32;4;Si;Si;3;Variable;Si
Femenino;No;32;4;Si;Si;3;Variable;Si
Masculino;No;32;2;Si;Si;3;Fija;Si
Masculino;No;33;5;Si;No;3;Fija;Si
Femenino;No;33;5;Si;No;3;Fija;Si
Masculino;Si;33;5;Si;Si;3;Fija;Si
Masculino;Si;33;5;Si;Si;3;Fija;Si
Masculino;Si;33;5;Si;Si;3;Variable;Si
Femenino;Si;33;5;No;Si;3;Variable;Si
Masculino;Si;33;5;No;Si;3;Variable;Si
Femenino;Si;33;5;No;Si;3;Variable;Si
Femenino;Si;33;5;Si;Si;3;Variable;Si
Femenino;No;33;5;Si;Si;3;Variable;Si
Masculino;Si;33;5;Si;Si;3;Variable;Si
Femenino;Si;33;5;Si;Si;3;Variable;Si
Femenino;No;33;4;Si;No;3;Fija;Si
Femenino;No;33;4;No;No;3;Fija;Si
Masculino;Si;33;4;No;No;3;Fija;Si
Masculino;No;33;4;No;No;3;Fija;Si
Masculino;No;33;4;Si;Si;3;Variable;Si
Femenino;Si;33;4;Si;Si;3;Variable;Si
Femenino;No;33;4;Si;No;3;Variable;Si
Femenino;Si;33;4;Si;Si;3;Variable;Si
Femenino;No;33;4;Si;No;3;Variable;Si
Masculino;Si;34;5;Si;Si;3;Fija;Si
Femenino;No;34;5;Si;Si;3;Fija;Si
Femenino;Si;34;5;Si;Si;3;Fija;Si
Femenino;No;34;5;Si;No;3;Variable;Si
Femenino;No;34;5;Si;Si;3;Variable;Si
Masculino;No;34;5;Si;Si;3;Variable;Si
Femenino;No;34;4;No;No;3;Fija;Si
Femenino;Si;34;4;Si;Si;3;Fija;Si
Femenino;No;34;4;Si;Si;3;Variable;Si
Femenino;Si;34;4;Si;Si;3;Variable;Si
Femenino;No;34;4;Si;No;3;Variable;Si
Masculino;Si;34;4;Si;Si;3;Variable;Si
Femenino;Si;34;4;Si;Si;3;Variable;Si
Masculino;No;34;4;Si;Si;3;Variable;Si
Masculino;Si;35;5;Si;Si;3;Fija;Si
Masculino;Si;35;5;Si;No;3;Fija;Si
Masculino;Si;35;5;Si;No;3;Fija;Si
Masculino;No;35;5;Si;Si;3;Fija;Si
Femenino;Si;35;5;Si;No;3;Fija;Si
Masculino;Si;35;5;Si;Si;3;Variable;Si
Femenino;Si;35;5;Si;Si;3;Variable;Si
Femenino;Si;35;5;No;Si;3;Variable;Si
Femenino;Si;35;5;Si;Si;3;Variable;Si
Masculino;No;35;5;Si;Si;3;Variable;Si
Masculino;No;35;5;No;No;3;Variable;Si
Masculino;No;35;5;Si;Si;3;Variable;Si
Femenino;Si;35;4;No;Si;3;Fija;Si
Masculino;No;35;4;Si;Si;3;Variable;Si
Femenino;No;35;4;Si;Si;3;Variable;Si
Femenino;No;35;4;Si;Si;3;Variable;Si
Masculino;No;35;4;Si;Si;3;Variable;Si
Femenino;Si;35;4;No;No;3;Variable;Si
Femenino;No;35;4;Si;Si;3;Variable;Si
Femenino;Si;36;5;Si;Si;3;Variable;Si
Masculino;No;36;5;Si;Si;3;Variable;Si
Masculino;Si;36;5;No;Si;3;Variable;Si
Masculino;Si;36;4;Si;Si;3;Fija;Si
Masculino;No;36;4;Si;Si;3;Fija;Si
Masculino;No;36;4;No;No;3;Fija;Si
Femenino;Si;36;4;No;No;3;Fija;Si
Femenino;No;36;4;Si;Si;3;Variable;Si
Femenino;No;36;4;Si;Si;3;Variable;Si
Femenino;No;36;4;Si;Si;3;Variable;Si
Masculino;No;36;4;No;No;3;Variable;No
Femenino;Si;36;4;Si;Si;3;Variable;Si
Masculino;No;36;3;Si;No;3;Fija;No
Masculino;No;36;3;Si;No;3;Fija;No
Femenino;No;36;3;Si;Si;3;Variable;No
Masculino;Si;36;2;Si;Si;3;Fija;No
Masculino;Si;36;2;Si;Si;3;Fija;No
Masculino;Si;36;2;Si;Si;3;Fija;No
Femenino;Si;36;2;Si;Si;3;Fija;No
Masculino;No;36;2;No;Si;3;Fija;No
Masculino;Si;36;2;Si;No;3;Fija;No
Femenino;Si;36;2;Si;Si;3;Variable;No
Masculino;Si;36;2;Si;Si;3;Variable;No
Masculino;No;36;1;No;No;3;Fija;No
Masculino;No;36;1;No;No;3;Fija;No
Masculino;No;36;1;Si;Si;3;Fija;No
Masculino;Si;36;1;Si;No;3;Variable;No
Femenino;No;36;1;Si;Si;3;Variable;No
Femenino;No;36;1;No;No;3;Variable;No
Femenino;Si;36;1;Si;Si;3;Variable;No
Masculino;No;36;1;Si;No;3;Variable;No
Femenino;No;36;1;Si;No;3;Variable;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Femenino;Si;36;0;Si;Si;3;Fija;No
Femenino;Si;36;0;Si;Si;3;Fija;No
Masculino;Si;36;0;Si;Si;3;Fija;No
Femenino;Si;36;0;Si;Si;3;Variable;No
Masculino;Si;36;0;Si;Si;3;Variable;No
Masculino;No;36;0;No;No;3;Variable;No
Femenino;No;36;0;Si;No;3;Variable;No
Masculino;No;37;5;Si;No;3;Fija;Si
Femenino;No;37;5;Si;Si;3;Variable;Si
Masculino;No;37;5;Si;Si;3;Variable;Si
Masculino;No;37;5;No;Si;3;Variable;Si
Femenino;No;37;5;Si;Si;3;Variable;Si
Femenino;No;37;5;No;No;3;Variable;Si
Femenino;Si;37;5;Si;Si;3;Variable;Si
Masculino;No;37;5;Si;Si;3;Variable;Si
Masculino;No;37;4;Si;No;3;Fija;Si
Femenino;No;37;4;Si;No;3;Variable;Si
Masculino;Si;37;4;Si;Si;3;Variable;Si
Femenino;No;37;4;Si;Si;3;Variable;Si
Masculino;Si;37;4;Si;Si;3;Variable;Si
Masculino;Si;37;4;Si;Si;3;Variable;Si
Masculino;Si;37;3;No;Si;3;Fija;No
Femenino;Si;37;3;Si;Si;3;Variable;No
Femenino;No;37;3;Si;Si;3;Variable;No
Femenino;No;37;3;Si;Si;3;Variable;No
Femenino;Si;37;2;Si;Si;3;Fija;No
Masculino;No;37;2;Si;No;3;Fija;No
Masculino;No;37;2;Si;No;3;Fija;No
Masculino;Si;37;2;Si;Si;3;Variable;No
Femenino;No;37;2;Si;Si;3;Variable;No
Femenino;No;37;2;Si;Si;3;Variable;No
Masculino;No;37;2;Si;Si;3;Variable;No
Femenino;No;37;2;Si;Si;3;Variable;No
Femenino;No;37;2;No;No;3;Variable;No
Femenino;Si;37;1;Si;Si;3;Fija;No
Masculino;No;37;1;Si;Si;3;Fija;No
Masculino;Si;37;1;Si;Si;3;Fija;No
Masculino;Si;37;1;Si;Si;3;Fija;No
Femenino;Si;37;1;Si;Si;3;Fija;No
Masculino;No;37;1;Si;No;3;Fija;No
Masculino;No;37;1;Si;Si;3;Fija;No
Masculino;Si;37;1;Si;Si;3;Variable;No
Masculino;Si;37;1;Si;Si;3;Variable;No
Femenino;Si;37;1;Si;Si;3;Variable;No
Femenino;Si;37;1;No;Si;3;Variable;No
Femenino;No;37;1;Si;No;3;Variable;No
Masculino;Si;37;1;Si;No;3;Variable;No
Femenino;Si;37;1;Si;Si;3;Variable;No
Femenino;No;37;1;Si;Si;3;Variable;No
Masculino;No;37;1;Si;Si;3;Variable;No
Masculino;No;37;0;No;No;3;Fija;No
Masculino;No;37;0;No;No;3;Fija;No
Masculino;No;37;0;Si;Si;3;Fija;No
Masculino;No;37;0;Si;Si;3;Fija;No
Femenino;No;37;0;Si;No;3;Fija;No
Masculino;No;37;0;Si;Si;3;Fija;No
Femenino;Si;37;0;Si;Si;3;Variable;No
Femenino;Si;37;0;Si;Si;3;Variable;No
Femenino;No;37;0;Si;Si;3;Variable;No
Masculino;No;37;0;Si;Si;3;Variable;No
Masculino;No;37;0;No;No;3;Variable;No
Masculino;No;37;0;No;Si;3;Variable;No
Femenino;Si;37;0;Si;Si;3;Variable;No
Femenino;No;38;5;Si;No;3;Fija;Si
Masculino;No;38;5;Si;Si;3;Fija;Si
