Codigo;Cap_endeudamiento;Tiempo_laboral;Prestamo;N_cuotas;Interes;Ingreso;Sexo;Estado_civil;Estado_SBS;Nivel_Educacion;Promocion;Mora
PER20ISP533262346;350.76;5;1,500;6;221.53;2922.833333;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP994612342;796.05;12;2,500;6;360.78;3184.2;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP144440514;406.21;9;2,000;12;632.87;2299.5;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP707644202;213.07;28;1,000;6;240.92;1312.5;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP296249041;594.03;75;1,000;3;88.14;2483.973333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP118271241;639.85;15;1,500;6;221.53;2584.935;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP532408990;310;0;1,500;6;221.53;0;Masculino;Soltero;CPP;Universitaria;Si;No
PER20ISP755115202;606.18;71;5,000;12;1,515.20;2093.921667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP781437561;388.01;79;1,900;6;276.9;2774.753333;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP394163806;315.03;55;1,500;6;221.43;2221.333333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP525099926;943.85;76;2,500;6;360.78;3775.41;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP976823791;750;0;3,800;6;602.85;0;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP888148837;648.83;64;1,500;3;130.42;3086.516667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP433379905;612.27;12;2,500;6;360.78;3034.44;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP286104934;488.97;59;2,500;6;344.9;2696.16;Femenino;Soltero;CPP;Técnica;Si;Si
PER20ISP989127289;410.57;21;1,000;3;88.14;2329.203333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP382822395;1,746.79;;1,500;6;199.43;6286.521667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP099093061;563.15;60;5,000;12;1,515.20;5282.72;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP911538001;400;9;1,000;3;88.23;2239.311667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP571584936;265.41;18;600;3;55.99;1900.85;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP535748698;613.72;9;2,500;6;360.78;2596.533333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP667815607;465.64;24;1,000;3;91.15;1961.038333;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP623865684;712.04;34;1,500;4;156.31;2994;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP244538974;793.19;;5,000;12;1,241.66;2703.621667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP583869973;1,122.55;;5,000;12;1,241.66;4154.016667;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP221636391;220;0;1,000;6;152.32;0;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP804269982;512.5;;3,500;12;909.66;8612.225;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP489095360;751.2;10;2,000;3;157.36;3430.963333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP594233247;438.89;4;2,200;6;412.7;2143.166667;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP364239646;1,418.78;62;3,000;6;429.99;5862.728333;Femenino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP013908760;513.91;5;1,000;3;88.14;2055.62;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP479056793;401.77;71;1,000;3;84.99;2117.371667;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP631042189;348.91;53;1,700;6;249.11;1395.625;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP123469702;319.15;52;1,500;6;221.53;1771.875;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP166895130;614.25;12;1,000;3;88.14;2483.33;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP381319804;385.93;42;1,900;6;356.42;1648.5;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP015943230;376.01;17;900;3;78.01;2523.99;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP216949745;410.55;55;2,700;12;748.95;1368.5;Femenino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP943486614;694.47;11;2,500;6;360.78;2777.88;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP382175181;288.95;;1,500;6;219.75;1242.5;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP434192942;294.37;10;1,400;6;337.29;1257.375;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP699509065;1,852.79;73;8,000;12;2,131.81;9472.291667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP928316047;393.23;;2,500;12;613.66;1310.75;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP203917027;1,056.41;;1,000;1;45.84;3969.695;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP008296482;642.95;71;3,000;12;920.18;2143.166667;Femenino;Casado;NORMAL;Universitaria;No;No
PER20ISP457143114;110.82;;500;6;92.27;1050;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP646214303;602.38;72;5,000;12;1,515.20;2007.938333;Femenino;Casado;NORMAL;Secundaria;No;Si
PER20ISP330003280;315.92;37;1,500;6;221.43;2534;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP420454619;446.36;12;1,200;6;180;2959.092;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP274367323;376.14;3;1,800;6;263.06;4406.658333;Masculino;Soltero;NORMAL;Postgrado;No;No
PER20ISP280266505;394.26;12;1,900;6;276.9;3675.25368;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP614216306;663.63;4;500;1;23.05;1449.17;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP078679935;491.67;54;1,000;3;84.99;2165.835;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP469666474;216.41;73;1,000;6;152.25;1750;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP144129472;191.39;11;1,000;7;249.49;5249.983333;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP031903564;771.06;71;3,000;6;525.83;3309.98;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP102711340;1,355.92;;10,000;12;1,850.67;6457.041667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP654950791;469.09;;2,000;6;265.91;1563.625;Masculino;Soltero;PERDIDA;Técnica;Si;No
PER20ISP250603350;2,946.78;2;5,000;12;1,049.03;8419.375;Masculino;Soltero;NORMAL;Postgrado;No;No
PER20ISP131216732;685.41;12;2,000;6;290.75;3778.33;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP289860248;1,021.94;14;3,000;6;429.99;4662.941667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP057481611;558.66;77;1,000;3;84.99;2234.621667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP559363892;632.18;84;500;1;23.05;1400;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP619785891;461.24;6;1,000;3;84.99;2231.495;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP145972318;916.34;18;1,000;6;144.32;3054.491667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP343775979;532.37;6;2,500;6;344.9;3687.875;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP599316890;821.29;38;1,900;6;276.9;3551.946667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP431413526;549.01;35;1,500;6;221.53;8828.984733;Masculino;Casado;CPP;Postgrado;Si;Si
PER20ISP816042093;1,472.52;72;5,000;12;1,515.20;5057.833333;Masculino;Casado;CPP;Universitaria;No;No
PER20ISP988154281;378.63;29;3,400;12;1,042.87;2221.333333;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP689644616;679.77;18;1,500;6;210.12;2265.888333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP454636219;273.57;71;2,500;12;766.82;1057.875;Masculino;Soltero;CPP;Secundaria;No;Si
PER20ISP094951748;838.59;6;1,500;6;221.53;3367.125;Femenino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP422603204;304.02;;1,000;4;129.73;1379;Femenino;Casado;NORMAL;Universitaria;No;Si
PER20ISP577012827;480.99;;2,500;6;342.44;2627.8;Masculino;Soltero;NORMAL;Postgrado;Si;No
PER20ISP091485176;272.93;71;2,500;12;693.47;1539.125;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP866789504;1,552.80;77;2,000;7;286.03;6067.958333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP907486774;245.05;20;1,100;6;265.01;1318.625;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP785537782;293.04;25;2,600;12;797.49;1680.875;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP549769193;535.79;8;1,300;3;112.14;2143.166667;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP251170125;210;;1,000;6;184.53;1663.375;Femenino;Soltero;CPP;Técnica;Si;No
PER20ISP753666810;1,027.37;;10,000;12;2,311.12;3424.558333;Femenino;Soltero;DEFICIENTE;Universitaria;No;Si
PER20ISP591743876;718.04;4;2,000;6;277.51;2605.131667;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP831300451;505.78;3;1,500;6;221.53;2144.73;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP857726201;5,817.65;49;1,000;3;62.38;18129.525;Masculino;Soltero;NORMAL;Postgrado;No;No
PER20ISP685885161;600;72;3,000;6;525.83;3417.441667;Masculino;Soltero;CPP;Universitaria;Si;Si
PER20ISP498640210;643.15;44;1,200;6;171.28;2600.441667;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP082718615;755.24;72;5,000;12;1,515.20;3167.646667;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP515455404;454.73;26;2,200;6;412.7;1643.25;Femenino;Soltero;CPP;Técnica;No;No
PER20ISP203014324;1,577.83;;8,000;12;1,797.56;5299.088333;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP875670556;477.39;9;2,400;6;345.96;1986.833333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP497517395;397;7;1,000;6;240.92;1904.758333;Femenino;Divorciado;CPP;Universitaria;Si;No
PER20ISP896468398;294.15;31;1,400;6;337.29;1299.375;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP467398579;346.22;55;1,700;6;249.11;1627.5;Femenino;Casado;NORMAL;Universitaria;Si;No
PER20ISP657786217;427.22;44;1,000;3;84.99;1708.875;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP007639321;399.91;6;1,000;3;84.99;2258.853333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP487422617;238.2;34;1,100;6;166.08;1617.875;Femenino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP204452187;412.47;26;1,500;6;210.12;2932.085;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP204927350;477.25;70;1,000;3;91.9;1945.405;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP588528066;286.16;14;1,500;6;210.39;1836.753333;Masculino;Casado;NORMAL;Secundaria;Si;No
PER20ISP220023128;586.53;21;1,000;3;88.14;2421.44;Femenino;Soltero;CPP;Universitaria;No;No
PER20ISP412573402;268.91;6;1,300;6;313.2;1185.625;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP532270736;286.53;18;1,400;6;258.34;2612.166667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP950607786;304.82;44;1,500;6;221.43;1312.5;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP041090287;1,124.12;71;5,000;12;1,020.83;3211.77;Masculino;Casado;CPP;Universitaria;No;Si
PER20ISP404172473;500.62;48;1,000;3;84.99;2002.466667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP520596451;310.96;73;1,500;6;281.39;1346.625;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP151770455;595.22;71;5,000;12;1,469.40;5323.996667;Masculino;Casado;NORMAL;Técnica;No;Si
PER20ISP954327641;406.09;;3,000;12;779.71;1992.305;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP756000314;438.63;34;1,500;6;221.53;2030.606667;Masculino;Soltero;CPP;Universitaria;Si;No
PER20ISP238544408;841.72;18;5,000;12;1,515.20;7472.041667;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP447693714;482.05;11;1,000;3;91.15;1928.208333;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP193389834;622.31;46;500;1;23.05;1582.875;Masculino;Soltero;NORMAL;Secundaria;No;No
PER20ISP005074901;430.13;3;1,500;6;281.39;1830.5;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP796002331;393.01;22;900;3;78.34;2365.941667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP383175553;553.97;5;1,300;3;112.89;2215.861667;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP310936832;273.29;17;1,300;6;313.2;1407;Femenino;Casado;CPP;Secundaria;No;No
PER20ISP101402451;398.6;;2,000;6;292.99;2046.24;Femenino;Divorciado;NORMAL;Universitaria;No;No
PER20ISP343146921;586.72;10;5,000;12;1,515.20;2431.601667;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP337236067;895;34;2,500;6;344.9;2983.325;Femenino;Casado;NORMAL;Universitaria;Si;No
PER20ISP569728470;346.91;12;1,700;6;237.07;3076.56;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP847582719;695.06;74;2,500;6;360.78;2780.225;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP160300567;1,770.08;;5,000;12;1,234.34;8397.045;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP277413946;333.91;5;1,500;6;281.39;1649.375;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP562281305;313.69;34;1,500;6;221.53;2600.441667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP242100553;431.75;;2,200;6;322.29;1954.785;Masculino;Soltero;CPP;Técnica;No;No
PER20ISP674406701;497.51;;2,600;6;356.14;2440.2;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP309619631;649.15;34;2,500;6;360.78;2922.833333;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP450636524;689.85;71;5,000;12;1,241.66;2299.5;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP109819857;298.08;;2,000;12;511.1;2299.5;Femenino;Soltero;NORMAL;Postgrado;No;No
PER20ISP966133668;1,914.04;61;8,000;12;1,741.04;7359.038333;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP709741745;351.63;71;1,300;6;313.2;1553.125;Masculino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP328903864;786.51;12;2,500;6;344.9;2771.67;Masculino;Soltero;NORMAL;Postgrado;Si;No
PER20ISP625512741;741.34;29;3,000;6;429.8;3068.013333;Femenino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP704492932;865.31;33;2,300;3;178.72;3830.208333;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP024829524;619.23;76;1,000;3;84.99;2476.938333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP308751125;723.94;61;5,000;12;1,384.57;2994;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP626876147;411.03;3;1,500;6;221.53;1644.125;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP399398504;253.46;72;1,200;6;289.11;1066.625;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP944438548;513.76;21;2,000;6;375.18;2975.496667;Masculino;Casado;CPP;Universitaria;Si;Si
PER20ISP762190503;1,238.94;;5,000;12;1,241.66;5795.831667;Femenino;Soltero;CPP;Universitaria;No;Si
PER20ISP991322304;498.1;18;2,500;6;360.78;2875.588333;Femenino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP060304641;325;2;1,500;6;210.12;3390.856667;Masculino;Soltero;CPP;Postgrado;Si;No
PER20ISP665541781;597.92;76;1,000;3;84.99;2391.67;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP081570797;721.89;35;2,500;6;344.9;2534;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP900377562;767.57;37;1,500;6;221.53;3344.14;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP749555881;523.22;15;1,000;3;84.99;2398.695;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP825789734;288.89;25;2,600;12;797.49;1050;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP241931230;401.02;;1,700;5;212.1;1853.95;Masculino;Soltero;NORMAL;Universitaria;No;Si
PER20ISP108276558;633.5;9;1,000;6;240.92;2534;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP164699873;436.16;36;1,000;3;88.14;2190.066667;Femenino;Soltero;NORMAL;Secundaria;Si;Si
PER20ISP099188666;529.84;11;2,500;6;360.78;3009.656667;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP978933688;459.39;76;1,500;6;221.53;3681.47;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP448236525;371.42;73;1,800;6;337.67;1961.82;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP613213350;390.59;35;1,900;6;356.42;1649.375;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP825925946;395.25;14;2,000;6;277.51;2686.355;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP604965629;515.27;63;1,500;6;221.53;2061.091667;Femenino;Casado;NORMAL;Universitaria;Si;No
PER20ISP494452171;488.74;19;3,000;12;920.18;1666.875;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP320380748;336;68;800;3;70.37;2422.221667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP439218193;582.16;77;1,000;3;84.99;2416.75;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP665267513;727.29;1;5,000;12;1,515.20;6176.225;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP151573060;626.09;77;2,500;6;360.78;2717.691667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP573608016;624.01;3;3,000;6;525.83;2588.716667;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP252069989;227.51;7;2,000;12;632.87;2446.453333;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP498227249;1,819.11;22;2,000;6;290.75;7674.296;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP006346542;550.07;12;1,000;3;88.14;2400;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP136833709;383.98;8;3,500;12;1,073.54;1312.5;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP462348305;729.24;;3,000;6;410.93;3072.995;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP015928411;542.09;14;2,700;6;473.25;2534;Masculino;Divorciado;NORMAL;Universitaria;No;No
PER20ISP638967467;474.24;27;2,000;6;375.18;1896.941667;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP899973714;148.04;6;1,200;12;508.19;1338.75;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP803146110;746.08;79;3,000;6;429.99;4034.456667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP714201067;518.57;12;2,500;6;360.78;2615.33;Femenino;Casado;NORMAL;Técnica;No;No
PER20ISP876421399;853.49;4;3,000;6;525.83;3634.5;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP832255617;386.6;73;1,900;6;356.42;2118.153333;Femenino;Soltero;NORMAL;Técnica;Si;No
PER20ISP186636537;213.51;74;1,000;6;152.25;2039.986667;Masculino;Soltero;DEFICIENTE;Técnica;Si;No
PER20ISP862456400;446.4;81;1,000;3;91.15;2265.888333;Masculino;Soltero;DUDOSO;Universitaria;No;No
PER20ISP899794220;1,258.92;;4,000;12;944.36;5769.5;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP867883992;975.93;15;2,500;6;344.9;3372.913333;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP373405136;466.35;16;1,000;3;84.99;2444.108333;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP763906516;262.25;2;1,200;6;289.11;2963.398333;Femenino;Soltero;CPP;Universitaria;Si;No
PER20ISP328303300;488.38;12;1,500;6;221.53;2075.25;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP064073160;382.79;20;1,500;6;221.53;3705.666667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP258881027;1,338.87;43;700;2;35.9;6322.77312;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP626286267;455.48;12;1,000;3;84.99;1821.901667;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP813408756;643.01;41;3,000;6;525.83;2994;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP576108682;454.64;77;1,500;6;221.53;2600.441667;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP719979943;616.62;72;3,000;6;525.83;2630.145;Femenino;Soltero;CPP;Técnica;No;Si
PER20ISP425445006;186.65;23;1,700;12;487.88;1237.25;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP482688866;233.37;28;1,000;6;152.32;1504.125;Femenino;Soltero;NORMAL;Secundaria;No;No
PER20ISP384393465;1,627.79;40;3,500;10;825.17;7185.009493;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP248374107;275.15;40;1,300;6;193.84;1803.141667;Masculino;Soltero;CPP;Técnica;No;No
PER20ISP763508146;334.82;4;3,000;12;920.18;1119.125;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP689204855;400;0;3,600;12;1,104.21;0;Masculino;Casado;NORMAL;Universitaria;No;No
PER20ISP861072219;962.08;28;2,000;3;164.96;3950.48;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP750352450;236.7;;1,500;12;405.07;1124.375;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP645597974;180.58;20;900;6;166.08;1050;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP749155675;200;6;1,000;6;152.32;1918.046667;Masculino;Soltero;DEFICIENTE;Universitaria;Si;No
PER20ISP140516971;767.39;10;2,500;6;344.9;2627.8;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP509122998;919.44;71;2,000;6;326.98;4047.266667;Femenino;Casado;CPP;Universitaria;Si;No
PER20ISP322818791;838.54;80;2,200;3;171.15;3534.866667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP600675822;340;;500;2;34.87;2250;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP705542202;562.43;;5,000;12;1,241.66;1882.09;Femenino;Soltero;NORMAL;Técnica;No;No
PER20ISP970444433;1,060.76;43;5,000;12;1,515.20;3908.491667;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP448188968;540.68;66;1,000;3;84.99;2162.708333;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP730389686;778.93;12;1,000;6;152.32;3137.5;Femenino;Casado;NORMAL;Técnica;No;Si
PER20ISP053706322;250;61;1,200;6;180;4393.136667;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP444281646;474.04;79;1,000;3;88.14;1896.16;Masculino;Soltero;NORMAL;Secundaria;Si;No
PER20ISP378960336;345.67;4;3,100;12;950.85;1356.25;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP337292647;463.84;10;2,300;6;317.94;2534;Masculino;Soltero;CPP;Universitaria;Si;Si
PER20ISP968348554;869.71;18;6,000;12;1,598.86;2899.038333;Masculino;Soltero;CPP;Técnica;No;Si
PER20ISP719911703;300;8;1,400;6;207.69;2400.625;Masculino;Soltero;DEFICIENTE;Técnica;Si;No
PER20ISP774228988;420;0;2,000;6;277.51;0;Masculino;Soltero;NORMAL;Técnica;Si;No
PER20ISP428574139;330;72;3,000;12;832.17;1205.75;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP724145591;783.65;0;2,500;6;344.9;2612.166667;Masculino;Soltero;NORMAL;Técnica;No;Si
PER20ISP494042557;250;0;1,000;6;240.92;0;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP900456097;754.4;63;2,500;6;360.78;3301.67;Femenino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP753187163;347.55;20;3,100;12;950.85;3270.126667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP106671647;411.49;65;2,000;6;375.18;1856.295;Masculino;Soltero;NORMAL;Secundaria;No;Si
PER20ISP765947499;1,010.27;76;1,500;6;210.12;3367.581667;Masculino;Casado;NORMAL;Técnica;No;No
PER20ISP644995438;501.13;82;1,200;3;104.92;2288.556667;Masculino;Casado;NORMAL;Técnica;Si;No
PER20ISP837064358;469.36;12;1,500;6;221.53;2100;Masculino;Casado;NORMAL;Universitaria;Si;No
PER20ISP773579062;642.95;;6,200;12;1,450.58;2143.166667;Masculino;Soltero;PERDIDA;Secundaria;No;No
PER20ISP934274635;606.53;74;1,000;3;84.99;2426.13;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP313774538;434.44;63;1,000;3;91.9;1737.75;Masculino;Soltero;NORMAL;Universitaria;No;No
PER20ISP227446379;860;27;8,000;12;2,131.81;1830.5;Femenino;Casado;NORMAL;Universitaria;No;Si
PER20ISP290629485;288.53;7;1,000;6;201.33;1050;Femenino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP339550863;1,144.02;77;6,100;6;672.26;6492.226667;Femenino;Soltero;NORMAL;Postgrado;Si;No
PER20ISP911777499;1,726.75;6;5,000;12;1,515.20;5829.991667;Femenino;Soltero;NORMAL;Postgrado;No;No
PER20ISP314190156;466.15;50;1,000;3;84.99;2425.348333;Femenino;Soltero;NORMAL;Técnica;No;Si
PER20ISP332408025;525.44;81;1,300;3;112.14;2606.695;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP812029503;883.67;14;1,500;6;221.53;2945.575;Masculino;Soltero;NORMAL;Universitaria;Si;No
PER20ISP888556983;303.13;;1,000;6;184.53;1320.375;Masculino;Soltero;CPP;Técnica;Si;No
PER20ISP754366846;224.82;25;1,000;6;152.32;1528.625;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP984775566;860.1;14;2,500;6;344.9;2866.99;Masculino;Soltero;NORMAL;Universitaria;Si;Si
PER20ISP941721264;360;;500;2;34.87;2800;Masculino;Soltero;NORMAL;Postgrado;No;No
PER20ISP974161624;786.01;25;3,000;6;484.28;3263.721667;Femenino;Soltero;NORMAL;Universitaria;No;No
PER20ISP198542321;380;10;1,500;6;221.53;2065;Femenino;Soltero;CPP;Técnica;Si;No
PER20ISP290423955;459.83;30;1,100;3;96.2;2372.195;Masculino;Soltero;NORMAL;Técnica;No;No
PER20ISP639785423;418.52;25;1,000;3;91.9;1761.375;Masculino;Soltero;NORMAL;Técnica;Si;Si
PER20ISP022138514;648.75;18;1,000;3;84.99;2600.441667;Masculino;Casado;NORMAL;Técnica;No;Si
PER20ISP694888507;306.19;27;2,800;12;858.83;1132.25;Masculino;Soltero;NORMAL;Universitaria;No;Si
